Codepoint,Hanzi,pinyin,Traditional Variant,Simplified Variant,Definition
U+5267,剧,jù,"剧,劇",剧,"theatrical plays, opera, drama"
U+5269,剩,shèng,,,"leftovers, residue, remains"
U+526A,剪,jiǎn,,,"scissors; cut, divide, separate"
U+526F,副,fù,,,assist; supplement; assistant
U+5272,割,gē,,,"cut, divide, partition; cede"
U+5275,創,chuàng,,创,"establish, create; knife cut"
U+5277,剷,chǎn,,,"to level off, cut off, pare down, raze"
U+527D,剽,piāo piào,,,"rob, plunder; slice off; fast"
U+527F,剿,jiǎo,,,"destroy, exterminate, annihilate"
U+5283,劃,huà,,划,"divide, mark off, lay boundary"
U+5284,劄,zhá,,,brief note; official communique
U+5287,劇,jù,,剧,"theatrical plays, opera, drama"
U+5288,劈,pī,,,"cut apart, split, chop"
U+5289,劉,liú,,刘,"surname; kill, destroy"
U+528D,劍,jiàn,,剑,"sword, dagger, saber"
U+5291,劑,jì,,剂,medicinal preparation
U+529B,力,lì,,,"power, capability, influence; Kangxi radical 19"
U+529D,劝,quàn,"劝,勸",劝,"recommend, advise, urge"
U+529E,办,bàn,"办,辦",办,"manage, do, handle; deal with"
U+529F,功,gōng,,,"achievement, merit, good result"
U+52A0,加,jiā,,,"add to, increase, augment"
U+52A1,务,wù,務,,"affairs, business; must, should"
U+52A3,劣,liè,,,"bad, inferior; slightly"
U+52A8,动,dòng,"动,動",动,"move, happen; movement, action"
U+52A9,助,zhù,,,"help, aid, assist"
U+52AA,努,nǔ,,,"to exert, strive, make an effort; to pout"
U+52AB,劫,jié,,,"take by force, coerce; disaster"
U+52AC,劬,qú,,,"be diligent, toil, endeavor"
U+52B1,励,lì,"励,勵",励,strive; encourage
U+52B2,劲,jìn,勁,,"strong, unyielding, tough, power"
U+52B3,劳,láo,"劳,勞",劳,"labor, toil, do manual work"
U+52B5,劵,juàn,,,"certificate, ticket; title deeds"
U+52BC,劼,jié,,,"be discreet, prudent, cautious"
U+52BE,劾,hé,,,"examine into, impeach, charge"
U+52BF,势,shì,"势,勢",势,"power, force; tendency"
U+52C1,勁,jìn,,劲,"strong, unyielding, tough, powerful"
U+52C3,勃,bó,,,"suddenly, sudden, quick"
U+52C7,勇,yǒng,,,"brave, courageous, fierce"
U+52C9,勉,miǎn,,,"endeavor, make effort; urge"
U+52CB,勋,xūn,勛,,meritorious deed; merits; rank
U+52D0,勐,měng,,,imperial degree; Daoist magic
U+52D2,勒,lēi,,,"strangle, tighten"
U+52D5,動,dòng,,动,"move, happen; movement, action"
U+52D8,勘,kān,,,investigate; compare; collate
U+52D9,務,wù,,务,"affairs, business; must, should"
U+52DB,勛,xūn,,勋,meritorious deed; merits; rank
U+52DD,勝,shèng,,胜,"victory; excel, be better than"
U+52DE,勞,láo,,劳,"labor, toil, do manual work"
U+52DF,募,mù,,,"levy, raise; summon; recruit"
U+52E0,勠,lù,,,"join forces, unite"
U+52E2,勢,shì,,势,"power, force; tendency"
U+52E4,勤,qín,,,"industrious, diligent, attentive"
U+52F3,勳,xūn,,,meritorious deed; merits; rank
U+52F5,勵,lì,,励,strive; encourage
U+52F8,勸,quàn,,劝,"recommend, advise, urge"
U+52FA,勺,sháo,,,"spoon, ladle; unit of volume"
U+52FB,勻,yún,,匀,"equal, impartially, uniform, even"
U+52FE,勾,gōu,,,"hook, join, connect; entice"
U+52FF,勿,wù,,,"must not, do not; without, never"
U+5300,匀,yún,"勻,匀",匀,equal
U+5305,包,bāo,,,"wrap, pack, bundle; package"
U+5306,匆,cōng,,,"hastily, in haste, hurriedly"
U+5308,匈,xiōng,,,"breast, chest, thorax; clamor; the Hsiung Nu 'Huns'"
U+5315,匕,bǐ,,,"spoon, ladle; knife, dirk"
U+5316,化,huà,,,"change, convert, reform; -ize"
U+5317,北,běi,,,north; northern; northward
U+5319,匙,chí,,,spoon; surname
U+5320,匠,jiàng,,,"craftsman, artisan; workman"
U+5321,匡,kuāng,,,"correct, restore, revise"
U+5323,匣,xiá,,,"small box, case, coffer"
U+532A,匪,fěi,,,"bandits, robbers, gangsters"
U+532E,匮,kuì,匱,,to lack
U+532F,匯,huì,,汇,"a concourse; to flow together, gather together; (same as 滙) to remit money"
U+5331,匱,guì,,匮,to lack
U+5339,匹,pǐ,,,bolt of cloth; counter for horses
U+533A,区,qū,"区,區",区,"area, district, region, ward"
U+533B,医,yī,"医,醫",医,"cure, heal; doctor, medical"
U+533E,匾,biǎn,,,"flat, round split-bamboo contain"
U+533F,匿,nì,,,hide; go into hiding
U+5340,區,qū,,区,"area, district, region, ward; surname"
U+5341,十,shí,,,"ten, tenth; complete; perfect"
U+5343,千,qiān,"千,韆",千,"thousand; many, numerous; very; (Cant.) a cheater, swindler"
U+5347,升,shēng,,,"arise, go up; hoist; advance; hexagram ䷭"
U+5348,午,wǔ,,,seventh earthly branch
U+5349,卉,huì,,,general term for plants; myriads
U+534A,半,bàn,,,half
U+534E,华,huá,華,,flowery; illustrious; Chinese
U+534F,协,xié,協,,be united; cooperate
U+5351,卑,bēi,,,"humble, low, inferior; despise"
U+5352,卒,zú,,,"soldier; servant; at last, finally"
U+5353,卓,zhuó,,,"profound, brilliant, lofty"
U+5354,協,xié,,协,be united; cooperate
U+5355,单,dān,"单,單",单,"single, individual, only; lone"
U+5356,卖,mài,賣,,sell; betray; show off
U+5357,南,nán,,,south; southern part; southward
U+535A,博,bó,,,"gamble, play games; wide, broad"
U+535C,卜,bo bǔ,"卜,蔔",卜,fortune telling; prophesy
U+535E,卞,biàn,,,"to be impatient, in a hurry; excitable"
U+5360,占,zhàn,,,divine; observe; versify
U+5361,卡,kǎ,,,"card, punch card; calorie"
U+5362,卢,lú,盧,,"cottage, hut; surname; black"
U+5363,卣,yǒu,,,wine pot
U+5364,卤,lǔ,"滷,鹵",,salt
U+5366,卦,guà,,,fortune telling; tell fortunes
U+5367,卧,wò,,,lie down; crouch
U+536B,卫,wèi,衛,,"guard, protect, defend"
U+536F,卯,mǎo,,,fourth earthly branch
U+5370,印,yìn,,,"print, seal, stamp, chop, mark"
U+5371,危,wēi,,,"dangerous, precarious; high; 12th lunar mansion, determinative star α Aquarii (Sadalmelik)"
U+5373,即,jí,,,"promptly, quickly, immediately"
U+5374,却,què,"却,卻",却,"still, but; decline; retreat"
U+5375,卵,luǎn,,,egg; ovum; roe; spawn
U+5377,卷,juǎn,"卷,捲",卷,scroll; curl; make a comeback
U+5378,卸,xiè,,,lay down; retire from office
U+537A,卺,jǐn,,,(nuptial) winecups
U+537B,卻,què,,却,"still, but; decline; retreat"
U+537F,卿,qīng,,,"noble, high officer"
U+5382,厂,chǎng,"厂,廠",厂,"factory, workshop; radical 27"
U+5384,厄,è,,,"adversity, difficulty, distress"
U+5385,厅,tīng,廳,,"hall, central room"
U+5386,历,lì,"历,曆,歷",历,history; calendar
U+5389,厉,lì,"厉,厲",厉,"whetstone; grind, sharpen; whet"
U+538B,压,yā,"压,壓",压,press; oppress; crush; pressure
U+538C,厌,yàn,厭,,"dislike, detest, reject; satiate"
U+5395,厕,cè,"厠,廁",,"mingle with; toilet, lavatory"
U+5398,厘,lí,"厘,釐",厘,"manage, control; thousandth part of tael"
U+539A,厚,hòu,,,thick; substantial; greatly
U+539D,厝,cuò,,,cut or engrave; a grave or tombstone
U+539F,原,yuán,,,"source, origin, beginning"
U+53A0,厠,cè,,厕,"mingle with; toilet, lavatory"
U+53A2,厢,xiāng,廂,,"side-room, wing; theatre box"
U+53A5,厥,jué,,,"personal pronoun he, she, it"
U+53A6,厦,shà,"厦,廈",厦,"big building, mansion"
U+53A8,厨,chú,"厨,廚",厨,kitchen; closet; cupboard
U+53A9,厩,jiù,"厩,廄",厩,stable; barnyard
U+53AD,厭,yàn,,厌,"dislike, detest, reject; satiate"
U+53AE,厮,sī,"厮,廝",厮,servant; to make a disturbance
U+53B2,厲,lì,,厉,"whetstone; grind, sharpen; whet"
U+53BB,去,qù,,,"go away, leave, depart"
U+53BF,县,xiàn,縣,,"county, district, subdivision"
U+53C1,叁,sān,叄,,bank form of numeral 'three'
U+53C2,参,cān,"参,參",参,"take part in, intervene; ginseng; 21st lunar mansion, determinative star ζ Orionis (Alnitak)"
U+53C3,參,cān,,参,"take part in, intervene; ginseng"
U+53C4,叄,cān,,叁,"take part in, intervene; ginseng"
U+53C8,又,yòu,,,"and, also, again, in addition"
U+53C9,叉,chā,,,"crotch; fork, prong"
U+53CA,及,jí,,,extend; reach; come up to; and
U+53CB,友,yǒu,,,"friend, companion; fraternity"
U+53CC,双,shuāng,"双,雙",双,"set of two, pair, couple; both"
U+53CD,反,fǎn,,,"reverse, opposite, contrary, anti"
U+53D1,发,fā,"發,髮",,"issue, dispatch, send out; hair"
U+53D2,叒,ruò,,,obedient; united
U+53D4,叔,shū,,,father's younger brother
U+53D5,叕,zhuó,,,to connect
U+53D6,取,qǔ,,,"take, receive, obtain; select"
U+53D7,受,shòu,,,"receive, accept, get; bear, stand"
U+53D8,变,biàn,變,,"change, transform, alter; rebel"
U+53D9,叙,xù,"叙,敘",叙,"express, state, relate, narrate"
U+53DB,叛,pàn,,,rebel; rebellion; rebellious
U+53E0,叠,dié,"叠,疊",叠,pile; be piled up; fold up
U+53E2,叢,cóng,,丛,"bush, shrub; thicket; collection"
U+53E3,口,kǒu,,,"mouth; open end; entrance, gate"
U+53E4,古,gǔ,,,"old, classic, ancient"
U+53E5,句,jù,,,sentence
U+53E6,另,lìng,,,"another, separate, other"
U+53E8,叨,dāo,,,talkative; quarrelous
U+53E9,叩,kòu,,,"knock, ask; kowtow, bow"
U+53EA,只,zhǐ,"只,戠,衹,隻",只,"only, just, simply"
U+53EB,叫,jiào,,,"cry, shout; hail, greet, call"
U+53EC,召,zhào,,,imperial decree; summon
U+53ED,叭,bā,,,trumpet
U+53EE,叮,dīng,,,exhort or enjoin repeatedly
U+53EF,可,kě,,,"may, can, -able; possibly"
U+53F0,台,tái,"台,檯,臺,颱",台,platform; unit; term of address
U+53F1,叱,chì,,,"scold, shout at, bawl out"
U+53F2,史,shǐ,,,"history, chronicle, annals"
U+53F3,右,yòu,,,right; west; right-wing
U+53F5,叵,pǒ,,,"cannot, be unable do, improbable; thereupon"
U+53F6,叶,yè,"叶,葉",叶,"to harmonize, to rhyme; to unite; (borrowed for) leaf"
U+53F7,号,hào,"号,號",号,"mark, sign; symbol; number"
U+53F8,司,sī,,,"take charge of, control, manage; officer"
U+53F9,叹,tàn,嘆,,"sigh, admire"
U+53FB,叻,lè,,,"used in place names; (Cant.) smart, clever"
U+53FC,叼,diāo,,,hold in mouth
U+53FD,叽,jī,嘰,,sigh in disapproval; take small
U+5401,吁,xū,"吁,籲",吁,interjection 'Alas!'; to sigh
U+5403,吃,chī,,,"eat; drink; suffer, endure, bear"
U+5404,各,gè,,,"each, individually, every, all"
U+5406,吆,yāo,,,"bawl, yell, shout, cry out"
U+5408,合,hé,"合,閤",合,"combine, unite, join; gather"
U+5409,吉,jí,,,"lucky, propitious, good"
U+540A,吊,diào,,,"condole, mourn, pity; hang"
U+540B,吋,cùn,,,English inch (寸 can be either an English or Chinese inch)
U+540C,同,tóng,"同,衕",同,"same, similar; together with"
U+540D,名,míng,,,"name, rank, title, position"
U+540E,后,hòu,"后,後",后,"queen, empress, sovereign; (simp. for 後) behind, rear, after"
U+540F,吏,lì,,,"government official, magistrate"
U+5410,吐,tǔ,,,"vomit, spew out, cough up"
U+5411,向,xiàng,"向,嚮,曏",向,"toward, direction, trend"
U+5412,吒,zhā,,咤,"shout, roar, bellow; scold"
U+5413,吓,xià,"吓,嚇",吓,"scare, frighten; intimidate"
U+5415,吕,lǚ,呂,,surname; a musical note
U+5417,吗,ma,嗎,,final interrogative particle
U+541B,君,jūn,,,"sovereign, monarch, ruler, chief, prince"
U+541D,吝,lìn,,,"stingy, miserly, parsimonious"
U+541E,吞,tūn,,,"swallow; absorb, annex, engulf"
U+541F,吟,yín,,,"sing, hum; recite; type of poetry"
U+5420,吠,fèi,,,bark
U+5426,否,fǒu,,,"not, no, negative; final particle; hexagram ䷋"
U+5427,吧,ba,,,emphatic final particle
U+5428,吨,dūn,噸,,"metric ton; (Cant.) to babble, gibberish"
U+542B,含,hán,,,hold in mouth; cherish; contain
U+542C,听,tīng,"听,聽",听,"hear; understand; obey, comply; one pound"
U+542D,吭,kēng,,,throat
U+542E,吮,shǔn,,,"suck with mouth, sip, lick"
U+542F,启,qǐ,"啓,啟",,"open; begin, commence; explain"
U+5431,吱,zhī,,,"chirping, squeaking, hissing"
U+5433,吳,wú,,吴,one of warring states; surname
U+5434,吴,wú,"吳,吴",吴,name of warring state; surname
U+5435,吵,chǎo,,,"argue, dispute; disturb, annoy"
U+5436,吶,nà,,呐,"raise voice, yell out loud, shout; stammer"
U+5438,吸,xī,,,"inhale, suck in; absorb; attract"
U+5439,吹,chuī,,,"blow; puff; brag, boast"
U+543B,吻,wěn,,,kiss; the lips; coinciding
U+543C,吼,hǒu,,,"roar, shout; bark, howl"
U+543E,吾,wú,,,"i, my, our; resist, impede"
U+5440,呀,ya,,,particle used to express surprise or mild emphasis; (Cant.) slurred form of the number ten
U+5442,呂,lǚ,,吕,surname; a musical note
U+5446,呆,dāi,,,"dull; dull-minded, simple, stupid"
U+5448,呈,chéng,,,"submit, show; appear; petition"
U+544A,告,gào,,,"tell, announce, inform; accuse"
U+544E,呎,chǐ,,,"foot, twelve inches"
U+5450,呐,nà,吶,,"raise voice, yell out loud, shout; stammer"
U+5455,呕,ǒu,嘔,,"vomit; annoy, enrage"
U+5457,呗,bei,唄,,final particle of assertion
U+5458,员,yuán,員,,"member; personnel, staff member"
U+545B,呛,qiāng,嗆,,choke by smoke; irritates nose
U+545C,呜,wū,嗚,,"sound of crying, sobbing"
U+5462,呢,ne,,,interrogative or emphatic final; (Cant.) this
U+5466,呦,yōu,,,the bleating of the deer
U+5468,周,zhōu,,,Zhou dynasty; circumference
U+5471,呱,gū,,,"wail, crying of child; swear at"
U+5473,味,wèi,,,"taste, smell, odor; delicacy"
U+5475,呵,hē,,,scold; laughing sound; yawn
U+5477,呷,xiā xiá,,,"suck, swallow, drink"
U+547B,呻,shēn,,,"groan, moan; recite with intonation"
U+547C,呼,hū,,,"breathe sigh, exhale; call, shout"
U+547D,命,mìng,,,"life; destiny, fate, luck; an order, instruction"
U+5480,咀,jǔ,,,"suck; chew, masticate"
U+5482,咂,zā,,,"to suck, to smack the lips; (Cant.) to cheat"
U+5484,咄,duō,,,"noise of rage, cry out in anger"
U+5486,咆,páo,,,roar
U+548B,咋,zǎ,,,"question-forming particle, why? how? what?; to bite; loud"
U+548C,和,hé,,,"harmony, peace; peaceful, calm"
U+548E,咎,jiù,,,"fault, defect; error, mistake"
U+548F,咏,yǒng,"咏,詠",咏,"sing song or poem, hum, chant"
U+5492,咒,zhòu,,,"curse, damn, incantation"
U+5494,咔,kā,,,used in translation
U+5495,咕,gū,,,"mumble, mutter, murmur; rumble"
U+5496,咖,kā,,,coffee; a phonetic
U+5499,咙,lóng,嚨,,throat
U+549A,咚,dōng,,,"onomatopoetic, a thumping sound"
U+54A4,咤,zhà,"吒,咤",咤,"scold, bellow, shout at, roar"
U+54A7,咧,liě,,,"stretch mouth, grimace, grin"
U+54A8,咨,zī,,,"inquire, consult, discuss; plan"
U+54A9,咩,miē,,,the bleating of sheep; (Cant.) an interrogative particle
U+54AA,咪,mī,,,"sound of cat, cat's meow; meter; (Cant.) don't!"
U+54AB,咫,zhǐ,,,foot measure of Zhou dynasty
U+54AC,咬,yǎo,,,"bite, gnaw"
U+54AF,咯,gē,,,final particle
U+54B1,咱,zán,,,"we, us"
U+54B3,咳,hāi,,,cough
U+54B8,咸,xián,"咸,鹹",咸,"together; all, completely; united; hexagram ䷞"
U+54BD,咽,yàn,,,throat; pharynx
U+54BE,咾,lǎo,,,a noise; a sound
U+54C0,哀,āi,,,"sad, mournful, pitiful; pity"
U+54C1,品,pǐn,,,"article, product, commodity"
U+54C4,哄,hōng,,,"coax; beguile, cheat, deceive"
U+54C6,哆,duō,,,"tremble, shiver, shudder, quiver"
U+54C7,哇,wā,,,vomit; cry of an infant
U+54C8,哈,hā,,,sound of laughter
U+54C9,哉,zāi,,,final exclamatory particle
U+54CD,响,xiǎng,"响,響",响,"make sound, make noise; sound"
U+54CE,哎,āi,,,interjection of surprise
U+54CF,哏,gén,,,something funny
U+54D1,哑,yǎ,啞,,"dumb, mute; become hoarse"
U+54D2,哒,dā,噠,,a sound made to get a horse to move forward
U+54D4,哔,bì,嗶,,used in transliterations
U+54D7,哗,huā,嘩,,rushing sound; gush forward
U+54DE,哞,mōu,,,moo
U+54DF,哟,yō,喲,,"ah, final particle"
U+54E1,員,yuán,,员,"member; personnel, staff member"
U+54E5,哥,gē,,,elder brother
U+54E6,哦,ó,,,oh? really? is that so?
U+54E7,哧,chī,,,sound of ripping or giggling
U+54E8,哨,shào,,,"whistle, blow whistle; chirp"
U+54E9,哩,lī,,,mile
U+54EA,哪,nǎ,,,which? where? how?
U+54ED,哭,kū,,,"weep, cry, wail"
U+54EE,哮,xiào,,,cough; pant; roar
U+54F2,哲,zhé,,,"wise, sagacious; wise man, sage"
U+54FA,哺,bǔ,,,chew food; feed
U+54FC,哼,hēng,,,"hum; sing softly; groan, moan; (Cant.) an interjecting indicating disapproval"
U+54FD,哽,gěng,,,choke (with grief)
U+5501,唁,yàn,,,express condolence
U+5506,唆,suō,,,"make mischief, incite, instigate"
U+5507,唇,chún,,,lips
U+550F,唏,xī,,,weep or sob; grieve
U+5510,唐,táng,,,Tang dynasty; Chinese
U+5511,唑,zuò,,,(chem.) azole
U+5520,唠,láo,嘮,,"chat, jaw, gossip, talk"
U+5522,唢,suǒ,嗩,,flute-like musical instrument
U+5524,唤,huàn,喚,,call
U+5527,唧,jī,,,chirping of insects; pump; (Cant.) a final particle
U+552C,唬,hǔ,,,to intimidate; to scare
U+552E,售,shòu,,,sell
U+552F,唯,wéi,,,only; yes
U+5530,唰,shuā,,,"swish, rustle"
U+5531,唱,chàng,,,"sing, chant, call; ditty, song"
U+5533,唳,lì,,,cry of bird; cry
U+553E,唾,tuò,,,"spit, spit on; saliva"
U+5543,啃,kěn,,,"gnaw, chew, bite"
U+5544,啄,zhuó,,,to peck; (Cant.) to slander
U+5546,商,shāng,,,"commerce, business, trade"
U+554A,啊,ā,,,exclamatory particle
U+554F,問,wèn,,问,"ask (about), inquire after"
U+5553,啓,qǐ,,启,"open; begin, commence; explain"
U+5555,啕,táo,,,wail
U+5556,啖,dàn,,,"eat, feed; chew, bite; entice"
U+555E,啞,yǎ,,哑,"dumb, mute; become hoarse"
U+555F,啟,qǐ,,启,open; begin
U+5561,啡,fēi,,,morphine; coffee
U+5564,啤,pí,,,beer
U+5565,啥,shá,,,what?
U+5566,啦,lā,,,final particle of assertion
U+5567,啧,zé,嘖,,interjection of approval or admiration
U+556A,啪,pā,,,syllable
U+556B,啫,zhě,,,(Cant.) interjection of warning; phonetic; penis
U+556C,啬,sè,嗇,,"miserly, thrifty; stingy"
U+556E,啮,niè,嚙,,"bite, gnaw"
U+5570,啰,luō,"啰,囉",啰,phonetic
U+5572,啲,dī,,,(Cant.) a few
U+5576,啶,dìng,,,phonetic used in pyridine and pyrimidine
U+5578,啸,xiào,嘯,,"roar, howl, scream; whistle"
U+557C,啼,tí,,,"weep, whimper; howl, twitter"
U+557E,啾,jiū,,,wailing of child; chirp
U+5580,喀,kā,,,vomit; used in transliterations
U+5582,喂,wèi,,,interjection to call attention
U+5583,喃,nán,,,"keep talking, chattering; mumble"
U+5584,善,shàn,,,"good, virtuous, charitable, kind"
U+5586,喆,zhé,,,a sage; wise; sagacious
U+5587,喇,lǎ,,,"horn, bugle; lama; final particle"
U+5589,喉,hóu,,,"throat, gullet, larynx; guttural"
U+558A,喊,hǎn,,,"shout, call out, yell; howl; cry"
U+558B,喋,dié,,,"nag; chatter, babble, twitter"
U+5594,喔,ō,,,descriptive of crying or of crowing
U+5598,喘,chuǎn,,,"pant, gasp, breathe heavily"
U+5599,喙,huì,,,"beak, bill, snout; pant"
U+559A,喚,huàn,,唤,"call, summon; invite; be called"
U+559C,喜,xǐ,,,"like, love, enjoy; joyful thing"
U+559D,喝,hē,,,"drink; shout, call out"
U+55A7,喧,xuān,,,"lively, noisy; clamor, talk loudly"
U+55AA,喪,sàng,,丧,mourning; mourn; funeral
U+55AC,喬,qiáo,,乔,"tall, lofty; proud, stately"
U+55AE,單,dān,,单,"single, individual, only; lone"
U+55B0,喰,cān,,,"to eat, drink"
U+55B1,喱,lí,,,gramme; syllable
U+55B2,喲,yō,,哟,"ah, final particle"
U+55B3,喳,zhā,,,whispering
U+55B5,喵,miāo,,,the mew of the cat
U+55B7,喷,pēn,噴,,"spurt, blow out, puff out"
U+55B9,喹,kuí,,,quinoxaline (chemical compound)
U+55BB,喻,yù,,,"metaphor, analogy; example; like"
U+55BD,喽,lóu,"喽,嘍",喽,used in onomatopoetic expressions
U+55C5,嗅,xiù,,,"smell, scent, sniff; olfactive"
U+55C6,嗆,qiāng,,呛,choke by smoke; irritates nose
U+55CE,嗎,ma,,吗,final interrogative particle
U+55D1,嗑,kē,,,eat seeds; reproach; loquacious
U+55D3,嗓,sǎng,,,voice; throat
U+55D4,嗔,chēn,,,"be angry at, scold, rebuke"
U+55D6,嗖,sōu,,,whizzing sound
U+55DC,嗜,shì,,,"be fond of, have weakness for"
U+55DD,嗝,gé,,,"cackling of fowls to gag, to vomit"
U+55DF,嗟,jiē,,,"sigh, alas"
U+55E1,嗡,wēng,,,"sound of flying bees, airplanes"
U+55E3,嗣,sì,,,"to connect, inherit; descendants, heirs"
U+55E6,嗦,suō,,,suck
U+55E8,嗨,hāi,,,an exclamation
U+55E9,嗩,suǒ,,唢,flute-like musical instrument
U+55EA,嗪,qín,,,character used in translation
U+55EF,嗯,ǹg en,,,final particle
U+55F7,嗷,áo,,,loud clamor; sound of wailing
U+55FD,嗽,sòu,,,"cough, gargle, clear throat"
U+5605,嘅,kǎi,,,sound of sighing; (Cant.) possessive
U+5606,嘆,tàn,,叹,"sigh, admire"
U+5608,嘈,cáo,,,noisy
U+5609,嘉,jiā,,,excellent; joyful; auspicious
U+560D,嘍,lóu,,喽,used in onomatopoetic expressions
U+560E,嘎,gā,,,"sound of laughter; bad, malevolent"
U+5617,嘗,cháng,,尝,"taste; experience, experiment"
U+5618,嘘,xū,噓,,exhale; blow out; deep sigh; hiss; praise
U+561B,嘛,ma má,,,final exclamatory particle
U+561E,嘞,lei,,,(Cant.) final particle used for polite refusal
U+561F,嘟,dū,,,sound of horn tooting
U+5622,嘢,yě,,,(Cant.) thing
U+5623,嘣,bēng,,,syllable
U+5624,嘤,yīng,嚶,,seek friends; also used in onomatopoetic expressions
U+5627,嘧,mì,,,pyrimidine
U+562E,嘮,láo,,唠,"chat, jaw, gossip, talk"
U+562F,嘯,xiào,,啸,"roar, howl, scream; whistle"
U+5630,嘰,jī,,叽,sigh in disapproval; take small
U+5631,嘱,zhǔ,"嘱,囑",嘱,"order, tell, instruct, leave word"
U+5632,嘲,cháo,,,"ridicule, deride, scorn, jeer at"
